Date,High,Low,Open,Close,Volume,Adj Close
2019-01-02,25.059999465942383,24.5,24.8799991607666,24.639999389648438,1125944.0,24.593955993652344
2019-01-03,25.020000457763672,24.290000915527344,24.639999389648438,24.299999237060547,1197610.0,24.25459098815918
2019-01-04,25.389999389648438,24.059999465942383,24.059999465942383,25.229999542236328,1771444.0,25.18285369873047
2019-01-07,26.5,24.059999465942383,24.059999465942383,26.299999237060547,2982800.0,26.250852584838867
2019-01-08,26.790000915527344,26.110000610351562,26.40999984741211,26.549999237060547,2346501.0,26.500385284423828
2019-01-09,27.75,26.290000915527344,26.579999923706055,26.729999542236328,4005344.0,26.680049896240234
2019-01-10,27.020000457763672,26.420000076293945,26.780000686645508,26.530000686645508,2014653.0,26.480424880981445
2019-01-11,26.959999084472656,26.09000015258789,26.59000015258789,26.959999084472656,2264301.0,26.90962028503418
2019-01-14,27.43000030517578,26.56999969482422,26.850000381469727,26.90999984741211,2005961.0,26.85971450805664
2019-01-15,27.68000030517578,26.510000228881836,26.860000610351562,27.530000686645508,3027621.0,27.47855567932129
2019-01-16,27.920000076293945,27.0,27.530000686645508,27.1200008392334,2294440.0,27.06932258605957
2019-01-17,29.110000610351562,26.610000610351562,27.040000915527344,27.31999969482422,2842974.0,27.26894760131836
2019-01-18,27.110000610351562,26.399999618530273,26.899999618530273,26.799999237060547,2272291.0,26.749919891357422
2019-01-21,27.190000534057617,26.510000228881836,26.6200008392334,26.809999465942383,1391000.0,26.75990104675293
2019-01-22,27.079999923706055,26.600000381469727,26.670000076293945,26.899999618530273,1345161.0,26.849733352661133
2019-01-23,26.8700008392334,26.350000381469727,26.860000610351562,26.610000610351562,1160400.0,26.56027603149414
2019-01-24,27.56999969482422,26.489999771118164,26.700000762939453,27.290000915527344,2206200.0,27.239004135131836
2019-01-25,27.68000030517578,27.030000686645508,27.549999237060547,27.06999969482422,1975581.0,27.0194149017334
2019-01-28,27.690000534057617,27.010000228881836,27.18000030517578,27.600000381469727,2220003.0,27.548425674438477
2019-01-29,27.530000686645508,26.079999923706055,27.389999389648438,26.65999984741211,1883300.0,26.61018180847168
2019-01-30,26.8799991607666,25.440000534057617,26.600000381469727,25.600000381469727,1912700.0,25.552162170410156
2019-01-31,26.34000015258789,25.5,25.510000228881836,25.809999465942383,1464899.0,25.761768341064453
